,Клиент,unique_orders_count,unique_orders_order_list
4792,УГРК Уранцветмет,1,[10253]
4793,УЗПО,1,[8379]
4794,УИСП,2,[11746 11391]
4795,УК Визант Групп,1,[10378]
4796,УК Виктория Эстейт,4,[ 8372  8324 10017  9981]
4797,УК Главстройпроект,1,[13991]
4798,УК Город,1,[12836]
4799,УК Группа ГМС,1,[14651]
4800,УК Группа компаний МИЦ,1,[8795]
4801,УК ИНТЦ Сириус,1,[11549]
4802,УК Интергео,1,[10192]
4803,УК Компьюлинк Инфраструктура,1,[7060]
4804,УК ММК-Курорт,1,[9008]
4805,УК Металлоинвест,8,[10234 14484 12517 12870 13008 13075 12051 12036]
4806,УК НОК ГРУПП,3,[12410 12411 12190]
4807,УК Полюс,10,[14509 14527 14596 14644 14664 14700 15008 15156 15212 11777]
4808,УК РОСТАГРО,3,[13111 12303 12335]
4809,УК Русмолко,1,[10033]
4810,УК Русский Полимер,1,[11971]
4811,УК Сетьстрой Балашиха,1,[9469]
4812,УК Стройкомплекс,1,[8196]
4813,УК Суханово Парк,2,[8877 8760]
4814,УК Физтех-21,1,[10013]
4815,УК ЭЛСИ,16,"[13807 13830 13852 13859 14115 14116 14134 14141 14180 14199 14275 14277
 14422 14800 15103 15249]"
4816,УК Эльга Уголь,18,"[14837 15223 12498 12623 12682 12864 12903 12915 12217 12060 11934 11871
 11567 11563 11545 11385 11270 10955]"
4817,УК Энергосистемы,2,[10252 11362]
4818,УК Юграгидрострой,1,[14619]
4819,УКГХ,1,[10969]
4820,УКС,2,[ 9858 15112]
4821,УКС Белгородской области,1,[12466]
4822,УКС И ТЭК,1,[12968]
4823,УКС ИКС и Д,1,[14553]
4824,УКС МО Тимашевский район,1,[12136]
4825,УКС РПБ,1,[10436]
4826,УКС ЧАО,1,[12997]
4827,УКСХ,2,[ 8140 12187]
4828,УКСиКР г.Надым,1,[10963]
4829,УЛК,1,[13047]
4830,УЛЬТРА ДЕКОР РУС,1,[13876]
4831,УМВД России по Владимирской обл.,1,[11729]
4832,УМВД России по Калужской области,1,[13752]
4833,УМВД России по Камчатскому краю,1,[14242]
4834,УМВД России по Оренбургской области,1,[11709]
4835,УМВД России по Чукотскому автономному округу,1,[14062]
4836,УМВД России по г. Севастополю,2,[10026  9866]
4837,УМК,1,[11374]
4838,УНР-38,1,[10487]
4839,УПК НСРЗ,2,[12588 13507]
4840,УПК Рабочие Профессии,1,[12206]
4841,УПМК-22,1,[11819]
4842,УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА АДМИНИСТРАЦИИ РАМЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,1,[7965]
4843,УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ГОРОДА УРАЙ,1,[11274]
4844,УПРАВЛЕНИЕ НЕДВИЖИМОСТЬЮ,1,[12226]
4845,УПРАВЛЕНИЕ РОСГВАРДИИ ПО ТУЛЬСКОЙ ОБЛАСТИ,1,[13609]
4846,УПРАВЛЕНИЕ СТРОИТЕЛЬНОГО МОНТАЖА - 7 (УСМ-7),1,[15308]
4847,УПРАВЛЯЮЩАЯ КОМПАНИЯ М19,1,[10084]
4848,УПТК СК МОСТ,3,[ 8768  8197 10079]
4849,УРАЛСТРОЙПРОЕКТ,3,[8079 9898 9915]
4850,УРАЛСТРОЙТРАНС,1,[9698]
4851,УРАЛТЕХТРАНС,1,[8202]
4852,УРАЛТРУБОПРОВОДСТРОЙПРОЕКТ,1,[7637]
4853,УРАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ,1,[13509]
4854,УРАЛЬСКИЙ ЩЕБЕНЬ,1,[15142]
4855,УРСТ,5,[ 8429  8417  8521  9085 13333]
4856,УС-101 ФСИН,1,[11974]
4857,УС-30,2,[13160 12369]
4858,УСК Мост,2,[ 7974 11180]
4859,УСК Спецстальтехмонтаж,1,[9129]
4860,УСТАЙ УЛУСЛАРАРАСЫ ЙАПЫ ТААХХЮТ ВЕ ТИДЖАРЕТ АНОНИМ ШИРКЕТИ,8,[ 9330  9382  9895 10572  9929 12053 11910 10897]
4861,УСТЬ-ИЛИМСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 1,1,[11788]
4862,УТТИСТ-Бурсервис,2,[13532 13533]
4863,УФСИН РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ,1,[13356]
4864,УФСИН России по Вологодской области,1,[10947]
4865,УФСИН России по Пензенской области,1,[9567]
4866,УФСИН России по Республике Коми,1,[8644]
4867,УЧУВАТОВА ЛЮБОВЬ АЛЕКСАНДРОВНА,1,[13161]
4868,УЭЗ,1,[11433]
4869,Уварово Парк,1,[14868]
4870,Уваровский сахарный завод  ,1,[14957]
4871,Угольная компания Кузбассразрезуголь,5,[14270 14292 15001 12671 13461]
4872,Угольная компания Разрез Степной,2,[10277 11400]
4873,Угольный разрез (ИнтерРАО),1,[13794]
4874,Удоканская медь,11,[14530 13140 13179 13275 13279 12169 12107 11858 11756 11467 11457]
4875,Ультрамар,2,[ 9912 13473]
4876,Ульяновский институт гражданской авиации,1,[6809]
4877,УниСтрой,1,[11229]
4878,Универсал Кетринг,1,[10740]
4879,Универсал Электрик ,1,[9026]
4880,Универсал-Строй,1,[13711]
4881,УниверсалПромСнаб,4,[12781 12782 12783 13304]
4882,Универсалстрой-М,1,[9982]
4883,Универсальные технологии,1,[8185]
4884,Унитех-М,6,[ 8730  8735  7729 10374  9810  9845]
4885,Упаковочная компания,1,[11177]
4886,Управление ГО ЧС Мартыновского района Ростовской области,1,[11183]
4887,Управление Капитального Строительства г.Нижневартовска,1,[14465]
4888,Управление МТСО,1,[7394]
4889,Управление Министерства внутренних дел Российской Федерации по Калужской области ,1,[13936]
4890,Управление Росгвардии по Рязанской области,1,[14119]
4891,Управление Росгвардии по Смоленской области,1,[11221]
4892,Управление городского хозяйства,2,[9044 8369]
4893,Управление капитального строительства Костромской области,1,[14934]
4894,Управление капитального строительства Смоленской области,1,[14785]
4895,Управление капитального строительства Тазовского района,1,[15215]
4896,Управление культуры администрации  Вейделевкого района,1,[10941]
4897,Управление по МТ и ХО деятельности мировых судей Новгородской области,1,[14563]
4898,"Управление по делам ГО,ЧС и ПБ по Нижегородской области",2,[ 8609 13918]
4899,Управления делами Президента Российской Федерации,1,[13373]
4900,Управляющая компания БОСКО,2,[11258 10884]
4901,Управляющая компания ИНТЕКС ГРУПП,1,[8039]
4902,Управляющая компания Первый Дом,1,[8670]
4903,Управляющая компания Промышленно-Металлургический Холдинг (УК ПМХ),1,[15070]
4904,Управляющая компания Региональный оператор,1,[11173]
4905,Управляющая компания фонда прямых инвестиций Республики Узбекистан,1,[12663]
4906,Урайское УТТ,1,[11251]
4907,Урал-Инструмент,1,[11495]
4908,УралМетИнвест,1,[11922]
4909,УралПромАктив,1,[11550]
4910,УралСибСтрой,1,[14701]
4911,УралСтройСоюз,1,[12106]
4912,УралСтройЭкспертиза,1,[11207]
4913,Уралкалий,3,[ 8033 12740 11891]
4914,Уралкалий-Ремонт,1,[12496]
4915,Уралмаш НГО Холдинг,1,[10008]
4916,Уралпромстрой,1,[7258]
4917,Уралснабкомплект,1,[8285]
4918,Уралтехнострой-Туймазыхиммаш,1,[6742]
4919,Уральскагрореммаш,1,[7846]
4920,Уральская Сталь,2,[14504 13190]
4921,Уральская Электротехническая Компания (УЭТК),1,[14737]
4922,Уральский завод гражданской авиации,1,[11511]
4923,Уральский филиал Росгранстрой,1,[14777]
4924,Уралэнергомонтаж,1,[7520]
4925,Урбан Инжиниринг Юг,1,[7939]
4926,Ургалуголь,1,[9406]
4927,Уренгойаэроинвест,1,[9686]
4928,Уренгойдорстрой,3,[8952 7627 7644]
4929,Урюпин Александр Дмитриевич,1,[14946]
4930,Урях,1,[15050]
4931,Успанов А.С.,1,[7207]
4932,Усть-СреднеканГЭСстрой,4,[ 8138 13699 14085 13521]
4933,Утро,1,[13050]
4934,Уфахимтранс,1,[7853]
4935,Учалинский ГОК,3,[12425 13540 12158]
4936,Учебное заведение,1,[7602]
4937,Ушаковские верфи,1,[9715]
4938,Ф-Арт,1,[14468]
4939,Ф.С.Г. ЦентрСтрой,1,[11551]
4940,ФАЙЕРСЕКЬЮРИТИ,1,[11919]
4941,ФАЛКОН КОНСТРАКШН,2,[11796 11771]
4942,ФАЛТ,1,[10213]
4943,ФАРБЕ 52,1,[10276]
4944,ФАРН,3,[14004 14129 15310]
4945,ФАРУС-Синтез,1,[13949]
4946,ФГБУЗ ЗСМЦ ФМБА России,1,[7195]
4947,ФЕДОРОВО МИНЕРАЛЗ,1,[13276]
4948,ФЕНИКС,2,[ 8266 12416]
4949,ФЕРРАТЕК,1,[7567]
4950,ФИРМА БИГМА,1,[12199]
4951,ФК Глобал,1,[15244]
4952,ФК Динамо-Москва,1,[10265]
4953,ФК Спартак-Москва,1,[9134]
4954,ФКУ СИЗО-1,1,[7929]
4955,ФЛАМАКС,1,[7271]
4956,ФМРус,1,[12811]
4957,ФНКЦ ФМБА России,1,[14878]
4958,ФНКЦ детей и подростков ФМБА России,1,[15255]
4959,ФОЛЬКСВАГЕН Груп Рус,1,[7492]
4960,ФОРАС,1,[8761]
4961,ФОРКАРД,1,[13720]
4962,ФОРМАТ МСК,1,[15234]
4963,ФОРТГРУП МЕНЕДЖМЕНТ ЛИМИТЕД ,1,[8737]
4964,ФОРТЕС ГРУПП,1,[13597]
4965,ФПК,1,[14890]
4966,ФРД,1,[15105]
4967,ФСК ЕЭС,1,[7074]
4968,ФСК Лидер,3,[12183 11849 11480]
4969,ФСК Новый проект,1,[13909]
4970,ФСК Отделочные технологии,1,[11405]
4971,ФСК Пушкино,1,[7810]
4972,ФУЛМЕР РУС,1,[11494]
4973,ФЦМН Минздрава России,1,[9870]
4974,ФЦНИВТ СНПО  Элерон,4,[9192 8294 7744 9816]
4975,ФЭО,1,[13083]
4976,Фабрика Вентиляции ГалВент,1,[11748]
4977,Фабрика наград,1,[15015]
4978,Фабрика флагов,1,[7410]
4979,Фаворит,5,[8772 9048 8979 9537 7264]
4980,Файзутдинов,1,[8424]
4981,Фалькон,1,[12444]
4982,Фан Фан Бейкери,2,[14608 11605]
4983,Фараон+,1,[8493]
4984,Фармагрупп,1,[6817]
4985,Фармация,1,[15005]
4986,Фармстандарт,1,[6726]
4987,Фармстандарт-Медтехника,2,[8296 8229]
4988,Фармэллинрус,1,[8242]
4989,Федеральная служба войск национальной гвардии,1,[14243]
4990,Федеральное агентство железнодорожного транспорта,1,[14113]
4991,Федеральное казенное предприятие Аэропорты Красноярья,1,[7871]
4992,Федерация гонок дронов (беспилотных воздушных судов) России,1,[15340]
4993,Федеряев Э.В.,1,[13482]
4994,Федорово Рисорсес,1,[11816]
4995,Фельс Известь,4,[ 7837  7911 10558 11482]
4996,Феникс,1,[12348]
4997,Феникс Групп,1,[13108]
4998,Феникс свободный,1,[8688]
4999,Фенсма,1,[10557]
5000,Феррмикс Инжиниринг,1,[12184]
5001,Ферро-Билдинг,2,[10992 10827]
5002,Фертоинг,1,[12824]
5003,Филиал Акционерной Кoмпaнии «ЯМАТА Ятырым Иншаат Туризм ве Тиджарет Аноним Ширкети»	,3,[10156 10447 13175]
5004,Филиал Акционерной Компaнии ЯМАТА Ятырым Иншаат Туризм ве Тиджарет Аноним Ширкети,1,[12614]
5005,Филипп ,1,[7294]
5006,Филонова М.В.,1,[12210]
5007,ФинИнвест,1,[14901]
5008,ФинПромСтрой,1,[10794]
5009,Финнадзор Крым,1,[12544]
5010,Финпром Инженерные Сети,1,[10048]
5011,Фирма Автокомплект,1,[11902]
5012,Фирма Арал,1,[7030]
5013,Фирма ДЕКО,3,[7683 7684 6768]
5014,Фирма ИНТРЭК,2,[6944 7016]
5015,Фирма Сервисгазавтоматика,6,[ 9139  9497  7475  7611  8248 11106]
5016,Фирма Техноавиа,1,[10627]
5017,Фирма ЭМКА,1,[9024]
5018,Фитинг 40,1,[7937]
5019,Флагман,1,[9448]
5020,Флект Групп,1,[10221]
5021,Флэт и Ко,1,[10977]
5022,Фокс Вуд,1,[11962]
5023,Фонд по сохранению и развитию Соловецкого архипелага,3,[8970 8655 8151]
5024,Фонд поддержки предпринимательства ,1,[7957]
5025,Фондауру,1,[8014]
5026,Формат-ЕК,1,[12999]
5027,Форопнов А.О. ,1,[8168]
5028,Форте,1,[7301]
5029,Фортес,4,[11804 11775 11690 11321]
5030,Фортис,1,[13320]
5031,Фортрент,1,[7272]
5032,Фортум,1,[8165]
5033,Фортуна,2,[10700 13881]
5034,ФосАгро-Липецк,1,[14891]
5035,Фрагария,1,[7352]
5036,ФракДжет-Строй,2,[10706 13813]
5037,Фрей Инжиниринг,2,[7757 7236]
5038,Фролов А.А. ,1,[11580]
5039,Фурик,1,[7063]
5040,ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ БАЗА АВИАЦИОННОЙ И НАЗЕМНОЙ ОХРАНЫ ЛЕСОВ,1,[14642]
5041,ХИМАЛЬЯНС,1,[14698]
5042,ХИМБЫТТОРГ,1,[10065]
5043,ХИМКИНСКАЯ ГОРОДСКАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ФЕДЕРАЦИЯ ДЗЮДО И САМБО,1,[12142]
5044,ХИМЭНЕРГО,1,[14424]
5045,ХК ДАЛЬСНАБ,1,[13239]
5046,ХК Логопром,1,[9461]
5047,ХОЛДИНГ ТЕПЛА,2,[11228 11065]
5048,ХОРС,1,[14224]
5049,ХЭВИ МЕТАЛЛ,1,[14203]
5050,ХЭНДБАУЭР,1,[14850]
5051,ХЭС Кольского района,1,[12629]
5052,ХЭУ АСР,1,[14057]
5053,Хабаровские электрические сети,1,[9216]
5054,Харампурнефтегаз,2,[ 9317 14978]
5055,Хартия,3,[13369 12069 11903]
5056,Хаус Мастер,1,[12504]
5057,Хачатрян Ваник Фредикович,2,[14501 15016]
5058,Хвалана,1,[7164]
5059,Хиагда,4,[ 7361 14233 15027 11979]
5060,ХимИнвестГрупп,2,[7512 9883]
5061,ХимРесурс,1,[14638]
5062,Химический завод Узловая (ХЗУ),1,[14682]
5063,Химмаш-аппарат Уфа,1,[14358]
